Country/Region,month,year,value
Lebanon,November,2020,46716
Lebanon,December,2020,53559
Lebanon,January,2021,119549
Lebanon,February,2021,73998
Lebanon,March,2021,93350
Lebanon,April,2021,58178
Lebanon,May,2021,13810
Lebanon,June,2021,4478
Lebanon,July,2021,16514
Lebanon,August,2021,40886
Lebanon,September,2021,21964
Lebanon,October,2021,17794
Lebanon,November,2021,28632
Lebanon,December,2021,57274
Lebanon,January,2022,193278
Lebanon,February,2022,147502
Lebanon,March,2022,23447
Lebanon,April,2022,4798
Lebanon,May,2022,2244
Lebanon,June,2022,13000
Lebanon,July,2022,0
Lebanon,August,2022,0
Lebanon,September,2022,0
Lebanon,October,2022,0
Lebanon,November,2022,0
Lebanon,December,2022,0
Lesotho,January,2020,0
Lesotho,February,2020,0
Lesotho,March,2020,0
Lesotho,April,2020,0
Lesotho,May,2020,2
Lesotho,June,2020,25
Lesotho,July,2020,577
Lesotho,August,2020,481
Lesotho,September,2020,510
Lesotho,October,2020,358
Lesotho,November,2020,156
Lesotho,December,2020,985
Lesotho,January,2021,5570
Lesotho,February,2021,1827
Lesotho,March,2021,215
Lesotho,April,2021,25
Lesotho,May,2021,100
Lesotho,June,2021,513
Lesotho,July,2021,1564
Lesotho,August,2021,1487
Lesotho,September,2021,0
Lesotho,October,2021,7240
Lesotho,November,2021,144
Lesotho,December,2021,6629
Lesotho,January,2022,3768
Lesotho,February,2022,436
Lesotho,March,2022,298
Lesotho,April,2022,105
Lesotho,May,2022,343
Lesotho,June,2022,580
Lesotho,July,2022,0
Lesotho,August,2022,0
Lesotho,September,2022,0
Lesotho,October,2022,0
Lesotho,November,2022,0
Lesotho,December,2022,0
Liberia,January,2020,0
Liberia,February,2020,0
Liberia,March,2020,3
Liberia,April,2020,138
Liberia,May,2020,139
Liberia,June,2020,490
Liberia,July,2020,411
Liberia,August,2020,122
Liberia,September,2020,36
Liberia,October,2020,87
Liberia,November,2020,172
Liberia,December,2020,202
Liberia,January,2021,139
Liberia,February,2021,71
Liberia,March,2021,43
Liberia,April,2021,46
Liberia,May,2021,80
Liberia,June,2021,1721
Liberia,July,2021,1504
Liberia,August,2021,190
Liberia,September,2021,205
Liberia,October,2021,13
Liberia,November,2021,12
Liberia,December,2021,454
Liberia,January,2022,994
Liberia,February,2022,112
Liberia,March,2022,16
Liberia,April,2022,34
Liberia,May,2022,22
Liberia,June,2022,41
Liberia,July,2022,0
Liberia,August,2022,0
Liberia,September,2022,0
Liberia,October,2022,0
Liberia,November,2022,0
Liberia,December,2022,0
Libya,January,2020,0
Libya,February,2020,0
Libya,March,2020,10
Libya,April,2020,51
Libya,May,2020,95
Libya,June,2020,668
Libya,July,2020,2797
Libya,August,2020,10345
Libya,September,2020,20559
Libya,October,2020,26570
Libya,November,2020,21714
Libya,December,2020,17468
Libya,January,2021,18354
Libya,February,2021,14707
Libya,March,2021,25619
Libya,April,2021,18551
Libya,May,2021,8268
Libya,June,2021,7698
Libya,July,2021,55640
Libya,August,2021,59858
Libya,September,2021,31112
Libya,October,2021,17254
Libya,November,2021,15298
Libya,December,2021,16098
Libya,January,2022,40932
Libya,February,2022,64780
Libya,March,2022,7259
Libya,April,2022,199
Libya,May,2022,112
Libya,June,2022,122
Libya,July,2022,0
Libya,August,2022,0
Libya,September,2022,0
Libya,October,2022,0
Libya,November,2022,0
Libya,December,2022,0
Liechtenstein,January,2020,0
Liechtenstein,February,2020,0
Liechtenstein,March,2020,69
Liechtenstein,April,2020,14
Liechtenstein,May,2020,0
Liechtenstein,June,2020,0
Liechtenstein,July,2020,6
Liechtenstein,August,2020,19
Liechtenstein,September,2020,12
Liechtenstein,October,2020,456
Liechtenstein,November,2020,736
Liechtenstein,December,2020,909
Liechtenstein,January,2021,344
Liechtenstein,February,2021,83
Liechtenstein,March,2021,105
Liechtenstein,April,2021,268
Liechtenstein,May,2021,82
Liechtenstein,June,2021,28
Liechtenstein,July,2021,56
Liechtenstein,August,2021,204
Liechtenstein,September,2021,166
Liechtenstein,October,2021,105
Liechtenstein,November,2021,1016
Liechtenstein,December,2021,1453
Liechtenstein,January,2022,2797
Liechtenstein,February,2022,3073
Liechtenstein,March,2022,4377
Liechtenstein,April,2022,807
Liechtenstein,May,2022,284
Liechtenstein,June,2022,434
Liechtenstein,July,2022,0
Liechtenstein,August,2022,0
Liechtenstein,September,2022,0
Liechtenstein,October,2022,0
Liechtenstein,November,2022,0
Liechtenstein,December,2022,0
Lithuania,January,2020,0
Lithuania,February,2020,0
Lithuania,March,2020,353
Lithuania,April,2020,958
Lithuania,May,2020,295
Lithuania,June,2020,142
Lithuania,July,2020,268
Lithuania,August,2020,849
Lithuania,September,2020,1894
Lithuania,October,2020,10940
Lithuania,November,2020,46799
Lithuania,December,2020,82554
Lithuania,January,2021,39396
Lithuania,February,2021,14715
Lithuania,March,2021,16958
Lithuania,April,2021,31337
Lithuania,May,2021,27300
Lithuania,June,2021,4396
Lithuania,July,2021,4044
Lithuania,August,2021,16263
Lithuania,September,2021,33092
Lithuania,October,2021,78256
Lithuania,November,2021,62908
Lithuania,December,2021,50710
Lithuania,January,2022,180731
Lithuania,February,2022,260715
Lithuania,March,2022,144930
Lithuania,April,2022,39190
Lithuania,May,2022,4921
Lithuania,June,2022,6232
Lithuania,July,2022,0
Lithuania,August,2022,0
Lithuania,September,2022,0
Lithuania,October,2022,0
Lithuania,November,2022,0
Lithuania,December,2022,0
Luxembourg,January,2020,0
Luxembourg,February,2020,1
Luxembourg,March,2020,2177
Luxembourg,April,2020,1606
Luxembourg,May,2020,234
Luxembourg,June,2020,281
Luxembourg,July,2020,2396
Luxembourg,August,2020,-70
Luxembourg,September,2020,1884
Luxembourg,October,2020,8625
Luxembourg,November,2020,17544
Luxembourg,December,2020,11737
Luxembourg,January,2021,3973
Luxembourg,February,2021,4722
Luxembourg,March,2021,6532
Luxembourg,April,2021,5563
Luxembourg,May,2021,2727
Luxembourg,June,2021,855
Luxembourg,July,2021,3083
Luxembourg,August,2021,1890
Luxembourg,September,2021,2459
Luxembourg,October,2021,3464
Luxembourg,November,2021,7498
Luxembourg,December,2021,14585
Luxembourg,January,2022,54219
Luxembourg,February,2022,25192
Luxembourg,March,2022,32654
Luxembourg,April,2022,22025
Luxembourg,May,2022,10079
Luxembourg,June,2022,15452
Luxembourg,July,2022,0
Luxembourg,August,2022,0
Luxembourg,September,2022,0
Luxembourg,October,2022,0
Luxembourg,November,2022,0
Luxembourg,December,2022,0
MS Zaandam,January,2020,0
MS Zaandam,February,2020,0
MS Zaandam,March,2020,2
MS Zaandam,April,2020,7
MS Zaandam,May,2020,0
MS Zaandam,June,2020,0
MS Zaandam,July,2020,0
MS Zaandam,August,2020,0
MS Zaandam,September,2020,0
MS Zaandam,October,2020,0
MS Zaandam,November,2020,0
MS Zaandam,December,2020,0
MS Zaandam,January,2021,0
MS Zaandam,February,2021,0
MS Zaandam,March,2021,0
MS Zaandam,April,2021,0
MS Zaandam,May,2021,0
MS Zaandam,June,2021,0
MS Zaandam,July,2021,0
MS Zaandam,August,2021,0
MS Zaandam,September,2021,0
MS Zaandam,October,2021,0
MS Zaandam,November,2021,0
MS Zaandam,December,2021,0
MS Zaandam,January,2022,0
MS Zaandam,February,2022,0
MS Zaandam,March,2022,0
MS Zaandam,April,2022,0
MS Zaandam,May,2022,0
MS Zaandam,June,2022,0
MS Zaandam,July,2022,0
MS Zaandam,August,2022,0
MS Zaandam,September,2022,0
MS Zaandam,October,2022,0
MS Zaandam,November,2022,0
MS Zaandam,December,2022,0
Madagascar,January,2020,0
Madagascar,February,2020,0
Madagascar,March,2020,57
Madagascar,April,2020,71
Madagascar,May,2020,643
Madagascar,June,2020,1443
Madagascar,July,2020,8654
Madagascar,August,2020,3995
Madagascar,September,2020,1545
Madagascar,October,2020,703
Madagascar,November,2020,230
Madagascar,December,2020,373
Madagascar,January,2021,1351
Madagascar,February,2021,766
Madagascar,March,2021,4595
Madagascar,April,2021,12588
Madagascar,May,2021,4328
Madagascar,June,2021,874
Madagascar,July,2021,447
Madagascar,August,2021,206
Madagascar,September,2021,29
Madagascar,October,2021,728
Madagascar,November,2021,704
Madagascar,December,2021,5949
Madagascar,January,2022,9040
Madagascar,February,2022,4340
Madagascar,March,2022,350
Madagascar,April,2022,143
Madagascar,May,2022,225
Madagascar,June,2022,1004
Madagascar,July,2022,0
Madagascar,August,2022,0
Madagascar,September,2022,0
Madagascar,October,2022,0
Madagascar,November,2022,0
Madagascar,December,2022,0
Malawi,January,2020,0
Malawi,February,2020,0
Malawi,March,2020,0
Malawi,April,2020,37
Malawi,May,2020,247
Malawi,June,2020,940
Malawi,July,2020,2854
Malawi,August,2020,1488
Malawi,September,2020,207
Malawi,October,2020,157
Malawi,November,2020,98
Malawi,December,2020,555
Malawi,January,2021,17380
Malawi,February,2021,7982
Malawi,March,2021,1606
Malawi,April,2021,527
Malawi,May,2021,260
Malawi,June,2021,1788
Malawi,July,2021,16221
Malawi,August,2021,8147
Malawi,September,2021,1086
Malawi,October,2021,216
Malawi,November,2021,120
Malawi,December,2021,13159
Malawi,January,2022,9400
Malawi,February,2022,864
Malawi,March,2022,301
Malawi,April,2022,141
Malawi,May,2022,204
Malawi,June,2022,521
Malawi,July,2022,0
Malawi,August,2022,0
Malawi,September,2022,0
Malawi,October,2022,0
Malawi,November,2022,0
Malawi,December,2022,0
Malaysia,January,2020,8
Malaysia,February,2020,21
Malaysia,March,2020,2737
Malaysia,April,2020,3236
Malaysia,May,2020,1817
Malaysia,June,2020,820
Malaysia,July,2020,337
Malaysia,August,2020,364
Malaysia,September,2020,1884
Malaysia,October,2020,20324
Malaysia,November,2020,34149
Malaysia,December,2020,47313
Malaysia,January,2021,101949
Malaysia,February,2021,85793
Malaysia,March,2021,44748
Malaysia,April,2021,63213
Malaysia,May,2021,163644
Malaysia,June,2021,179622
Malaysia,July,2021,361293
Malaysia,August,2021,632982
Malaysia,September,2021,499441
Malaysia,October,2021,225947
Malaysia,November,2021,161140
Malaysia,December,2021,125304
Malaysia,January,2022,112672
Malaysia,February,2022,571978
Malaysia,March,2022,759183
Malaysia,April,2022,246085
Malaysia,May,2022,58506
Malaysia,June,2022,59545
Malaysia,July,2022,0
Malaysia,August,2022,0
Malaysia,September,2022,0
Malaysia,October,2022,0
Malaysia,November,2022,0
Malaysia,December,2022,0
Maldives,January,2020,0
Maldives,February,2020,0
Maldives,March,2020,18
Maldives,April,2020,450
Maldives,May,2020,1305
Maldives,June,2020,588
Maldives,July,2020,1432
Maldives,August,2020,4011
Maldives,September,2020,2487
Maldives,October,2020,1368
Maldives,November,2020,1352
Maldives,December,2020,746
Maldives,January,2021,2084
Maldives,February,2021,3952
Maldives,March,2021,4286
Maldives,April,2021,5756
Maldives,May,2021,34561
Maldives,June,2021,9402
Maldives,July,2021,3634
Maldives,August,2021,3680
Maldives,September,2021,3697
Maldives,October,2021,2829
Maldives,November,2021,4012
Maldives,December,2021,4050
Maldives,January,2022,43180
Maldives,February,2022,31312
Maldives,March,2022,6808
Maldives,April,2022,2171
Maldives,May,2022,582
Maldives,June,2022,1833
Maldives,July,2022,0
Maldives,August,2022,0
Maldives,September,2022,0
Maldives,October,2022,0
Maldives,November,2022,0
Maldives,December,2022,0
Mali,January,2020,0
Mali,February,2020,0
Mali,March,2020,28
Mali,April,2020,462
Mali,May,2020,775
Mali,June,2020,916
Mali,July,2020,354
Mali,August,2020,241
Mali,September,2020,342
Mali,October,2020,436
Mali,November,2020,1156
Mali,December,2020,2380
Mali,January,2021,1001
Mali,February,2021,285
Mali,March,2021,1666
Mali,April,2021,3816
Mali,May,2021,409
Mali,June,2021,159
Mali,July,2021,158
Mali,August,2021,305
Mali,September,2021,330
Mali,October,2021,854
Mali,November,2021,1361
Mali,December,2021,3574
Mali,January,2022,9044
Mali,February,2022,329
Mali,March,2022,103
Mali,April,2022,349
Mali,May,2022,264
Mali,June,2022,68
Mali,July,2022,0
Mali,August,2022,0
Mali,September,2022,0
Mali,October,2022,0
Mali,November,2022,0
Mali,December,2022,0
Malta,January,2020,0
Malta,February,2020,0
Malta,March,2020,169
Malta,April,2020,296
Malta,May,2020,153
Malta,June,2020,52
Malta,July,2020,154
Malta,August,2020,1059
Malta,September,2020,1175
Malta,October,2020,2984
Malta,November,2020,3831
Malta,December,2020,2901
Malta,January,2021,5129
Malta,February,2021,4579
Malta,March,2021,6551
Malta,April,2021,1259
Malta,May,2021,243
Malta,June,2021,88
Malta,July,2021,3672
Malta,August,2021,1876
Malta,September,2021,978
Malta,October,2021,504
Malta,November,2021,1782
Malta,December,2021,13038
Malta,January,2022,15244
Malta,February,2022,3558
Malta,March,2022,8264
Malta,April,2022,12202
Malta,May,2022,3001
Malta,June,2022,8390
Malta,July,2022,0
Malta,August,2022,0
Malta,September,2022,0
Malta,October,2022,0
Malta,November,2022,0
Malta,December,2022,0
Marshall Islands,January,2020,0
Marshall Islands,February,2020,0
Marshall Islands,March,2020,0
Marshall Islands,April,2020,0
Marshall Islands,May,2020,0
Marshall Islands,June,2020,0
Marshall Islands,July,2020,0
Marshall Islands,August,2020,0
Marshall Islands,September,2020,0
Marshall Islands,October,2020,2
Marshall Islands,November,2020,2
Marshall Islands,December,2020,0
Marshall Islands,January,2021,0
Marshall Islands,February,2021,0
Marshall Islands,March,2021,0
Marshall Islands,April,2021,0
Marshall Islands,May,2021,0
Marshall Islands,June,2021,0
Marshall Islands,July,2021,0
Marshall Islands,August,2021,0
Marshall Islands,September,2021,0
Marshall Islands,October,2021,0
Marshall Islands,November,2021,0
Marshall Islands,December,2021,0
Marshall Islands,January,2022,3
Marshall Islands,February,2022,0
Marshall Islands,March,2022,0
Marshall Islands,April,2022,10
Marshall Islands,May,2022,0
Marshall Islands,June,2022,1
Marshall Islands,July,2022,0
Marshall Islands,August,2022,0
Marshall Islands,September,2022,0
Marshall Islands,October,2022,0
Marshall Islands,November,2022,0
Marshall Islands,December,2022,0
Mauritania,January,2020,0
Mauritania,February,2020,0
Mauritania,March,2020,6
Mauritania,April,2020,2
Mauritania,May,2020,522
Mauritania,June,2020,3833
Mauritania,July,2020,1947
Mauritania,August,2020,738
Mauritania,September,2020,454
Mauritania,October,2020,201
Mauritania,November,2020,898
Mauritania,December,2020,5763
Mauritania,January,2021,2271
Mauritania,February,2021,572
Mauritania,March,2021,640
Mauritania,April,2021,555
Mauritania,May,2021,1145
Mauritania,June,2021,1261
Mauritania,July,2021,4883
Mauritania,August,2021,7889
Mauritania,September,2021,2450
Mauritania,October,2021,1290
Mauritania,November,2021,1946
Mauritania,December,2021,2207
Mauritania,January,2022,16770
Mauritania,February,2022,390
Mauritania,March,2022,36
Mauritania,April,2022,19
Mauritania,May,2022,453
Mauritania,June,2022,673
Mauritania,July,2022,0
Mauritania,August,2022,0
Mauritania,September,2022,0
Mauritania,October,2022,0
Mauritania,November,2022,0
Mauritania,December,2022,0
Mauritius,January,2020,0
Mauritius,February,2020,0
Mauritius,March,2020,125
Mauritius,April,2020,207
Mauritius,May,2020,3
Mauritius,June,2020,6
Mauritius,July,2020,3
Mauritius,August,2020,11
Mauritius,September,2020,26
Mauritius,October,2020,60
Mauritius,November,2020,63
Mauritius,December,2020,23
Mauritius,January,2021,41
Mauritius,February,2021,42
Mauritius,March,2021,353
Mauritius,April,2021,243
Mauritius,May,2021,205
Mauritius,June,2021,487
Mauritius,July,2021,2316
Mauritius,August,2021,6462
Mauritius,September,2021,5019
Mauritius,October,2021,7157
Mauritius,November,2021,32782
Mauritius,December,2021,12846
Mauritius,January,2022,37455
Mauritius,February,2022,61709
Mauritius,March,2022,42699
Mauritius,April,2022,10001
Mauritius,May,2022,5518
Mauritius,June,2022,5174
Mauritius,July,2022,0
Mauritius,August,2022,0
Mauritius,September,2022,0
Mauritius,October,2022,0
Mauritius,November,2022,0
Mauritius,December,2022,0
Mexico,January,2020,0
Mexico,February,2020,4
Mexico,March,2020,1211
Mexico,April,2020,18009
Mexico,May,2020,71440
Mexico,June,2020,135425
Mexico,July,2020,198548
Mexico,August,2020,174923
Mexico,September,2020,143656
Mexico,October,2020,181746
Mexico,November,2020,188581
Mexico,December,2020,312551
Mexico,January,2021,438166
Mexico,February,2021,222678
Mexico,March,2021,151949
Mexico,April,2021,105868
Mexico,May,2021,68987
Mexico,June,2021,105527
Mexico,July,2021,328983
Mexico,August,2021,504158
Mexico,September,2021,311813
Mexico,October,2021,142988
Mexico,November,2021,77355
Mexico,December,2021,95157
Mexico,January,2022,962867
Mexico,February,2022,566039
Mexico,March,2022,150906
Mexico,April,2022,80145
Mexico,May,2022,36297
Mexico,June,2022,258625
Mexico,July,2022,0
Mexico,August,2022,0
Mexico,September,2022,0
Mexico,October,2022,0
Mexico,November,2022,0
Mexico,December,2022,0
Micronesia,January,2020,0
Micronesia,February,2020,0
Micronesia,March,2020,0
Micronesia,April,2020,0
Micronesia,May,2020,0
Micronesia,June,2020,0
Micronesia,July,2020,0
Micronesia,August,2020,0
Micronesia,September,2020,0
Micronesia,October,2020,0
Micronesia,November,2020,0
Micronesia,December,2020,0
Micronesia,January,2021,1
Micronesia,February,2021,0
Micronesia,March,2021,0
Micronesia,April,2021,0
Micronesia,May,2021,0
Micronesia,June,2021,0
Micronesia,July,2021,0
Micronesia,August,2021,0
Micronesia,September,2021,0
Micronesia,October,2021,0
Micronesia,November,2021,0
Micronesia,December,2021,0
Micronesia,January,2022,0
Micronesia,February,2022,0
Micronesia,March,2022,0
Micronesia,April,2022,4
Micronesia,May,2022,25
Micronesia,June,2022,8
Micronesia,July,2022,0
Micronesia,August,2022,0
Micronesia,September,2022,0
Micronesia,October,2022,0
Micronesia,November,2022,0
Micronesia,December,2022,0
Moldova,January,2020,0
Moldova,February,2020,0
Moldova,March,2020,353
Moldova,April,2020,3544
Moldova,May,2020,4354
Moldova,June,2020,8362
Moldova,July,2020,8120
Moldova,August,2020,12187
Moldova,September,2020,16122
Moldova,October,2020,22998
Moldova,November,2020,31324
Moldova,December,2020,37454
Moldova,January,2021,14986
Moldova,February,2021,25649
Moldova,March,2021,44788
Moldova,April,2021,20596
Moldova,May,2021,4349
Moldova,June,2021,1548
Moldova,July,2021,2744
Moldova,August,2021,8048
Moldova,September,2021,26866
Moldova,October,2021,43376
Moldova,November,2021,26006
Moldova,December,2021,12381
Moldova,January,2022,64543
Moldova,February,2022,61102
Moldova,March,2022,11642
Moldova,April,2022,3544
Moldova,May,2022,1807
Moldova,June,2022,1528
Moldova,July,2022,0
Moldova,August,2022,0
Moldova,September,2022,0
Moldova,October,2022,0
Moldova,November,2022,0
Moldova,December,2022,0
Monaco,January,2020,0
Monaco,February,2020,1
Monaco,March,2020,51
Monaco,April,2020,43
Monaco,May,2020,4
Monaco,June,2020,4
Monaco,July,2020,17
Monaco,August,2020,34
Monaco,September,2020,64
Monaco,October,2020,141
Monaco,November,2020,250
Monaco,December,2020,266
Monaco,January,2021,614
Monaco,February,2021,467
Monaco,March,2021,332
Monaco,April,2021,166
Monaco,May,2021,50
Monaco,June,2021,73
Monaco,July,2021,312
Monaco,August,2021,312
Monaco,September,2021,113
Monaco,October,2021,100
Monaco,November,2021,324
Monaco,December,2021,1247
Monaco,January,2022,3198
Monaco,February,2022,1176
Monaco,March,2022,1399
Monaco,April,2022,1012
Monaco,May,2022,446
Monaco,June,2022,790
Monaco,July,2022,0
Monaco,August,2022,0
Monaco,September,2022,0
Monaco,October,2022,0
Monaco,November,2022,0
Monaco,December,2022,0
Mongolia,January,2020,0
Mongolia,February,2020,0
Mongolia,March,2020,12
Mongolia,April,2020,26
Mongolia,May,2020,141
Mongolia,June,2020,41
Mongolia,July,2020,71
Mongolia,August,2020,10
Mongolia,September,2020,12
Mongolia,October,2020,27
Mongolia,November,2020,444
Mongolia,December,2020,411
Mongolia,January,2021,584
Mongolia,February,2021,1128
Mongolia,March,2021,5540
Mongolia,April,2021,27532
Mongolia,May,2021,22460
Mongolia,June,2021,57039
Mongolia,July,2021,49669
Mongolia,August,2021,48868
Mongolia,September,2021,168482
Mongolia,October,2021,208303
Mongolia,November,2021,77602
Mongolia,December,2021,24219
Mongolia,January,2022,149227
Mongolia,February,2022,66309
Mongolia,March,2022,10710
Mongolia,April,2022,1804
Mongolia,May,2022,4402
Mongolia,June,2022,3513
Mongolia,July,2022,0
Mongolia,August,2022,0
Mongolia,September,2022,0
Mongolia,October,2022,0
Mongolia,November,2022,0
Mongolia,December,2022,0
Montenegro,January,2020,0
Montenegro,February,2020,0
Montenegro,March,2020,109
Montenegro,April,2020,213
Montenegro,May,2020,2
Montenegro,June,2020,224
Montenegro,July,2020,2525
Montenegro,August,2020,1762
Montenegro,September,2020,5937
Montenegro,October,2020,7569
Montenegro,November,2020,16924
Montenegro,December,2020,12982
Montenegro,January,2021,13412
Montenegro,February,2021,14175
Montenegro,March,2021,15384
Montenegro,April,2021,6171
Montenegro,May,2021,2234
Montenegro,June,2021,629
Montenegro,July,2021,1675
Montenegro,August,2021,13458
Montenegro,September,2021,16114
Montenegro,October,2021,12815
Montenegro,November,2021,13062
Montenegro,December,2021,12658
Montenegro,January,2022,49741
Montenegro,February,2022,10432
Montenegro,March,2022,2895
Montenegro,April,2022,2126
Montenegro,May,2022,1995
Montenegro,June,2022,2999
Montenegro,July,2022,0
Montenegro,August,2022,0
Montenegro,September,2022,0
Montenegro,October,2022,0
Montenegro,November,2022,0
Montenegro,December,2022,0
Morocco,January,2020,0
Morocco,February,2020,0
Morocco,March,2020,617
Morocco,April,2020,3806
Morocco,May,2020,3384
Morocco,June,2020,4726
Morocco,July,2020,11789
Morocco,August,2020,38268
Morocco,September,2020,61063
Morocco,October,2020,95431
Morocco,November,2020,137252
Morocco,December,2020,82857
Morocco,January,2021,31964
Morocco,February,2021,12497
Morocco,March,2021,12443
Morocco,April,2021,15152
Morocco,May,2021,7967
Morocco,June,2021,12145
Morocco,July,2021,92167
Morocco,August,2021,237420
Morocco,September,2021,72123
Morocco,October,2021,13074
Morocco,November,2021,3772
Morocco,December,2021,13175
Morocco,January,2022,169624
Morocco,February,2022,28259
Morocco,March,2022,2299
Morocco,April,2022,1679
Morocco,May,2022,3350
Morocco,June,2022,48606
Morocco,July,2022,0
Morocco,August,2022,0
Morocco,September,2022,0
Morocco,October,2022,0
Morocco,November,2022,0
Morocco,December,2022,0
Mozambique,January,2020,0
Mozambique,February,2020,0
Mozambique,March,2020,8
Mozambique,April,2020,68
Mozambique,May,2020,178
Mozambique,June,2020,635
Mozambique,July,2020,975
Mozambique,August,2020,2052
Mozambique,September,2020,4812
Mozambique,October,2020,4141
Mozambique,November,2020,2832
Mozambique,December,2020,2941
Mozambique,January,2021,20012
Mozambique,February,2021,20696
Mozambique,March,2021,8229
Mozambique,April,2021,2338
Mozambique,May,2021,878
Mozambique,June,2021,5609
Mozambique,July,2021,45624
Mozambique,August,2021,24288
Mozambique,September,2021,4407
Mozambique,October,2021,569
Mozambique,November,2021,256
Mozambique,December,2021,37532
Mozambique,January,2022,34747
Mozambique,February,2022,1220
Mozambique,March,2022,209
Mozambique,April,2022,128
Mozambique,May,2022,370
Mozambique,June,2022,2165
Mozambique,July,2022,0
Mozambique,August,2022,0
Mozambique,September,2022,0
Mozambique,October,2022,0
Mozambique,November,2022,0
Mozambique,December,2022,0
Namibia,January,2020,0
Namibia,February,2020,0
Namibia,March,2020,11
Namibia,April,2020,5
Namibia,May,2020,8
Namibia,June,2020,181
Namibia,July,2020,1924
Namibia,August,2020,5421
Namibia,September,2020,3715
Namibia,October,2020,1670
Namibia,November,2020,1445
Namibia,December,2020,9561
Namibia,January,2021,10003
Namibia,February,2021,4901
Namibia,March,2021,5294
Namibia,April,2021,4212
Namibia,May,2021,7198
Namibia,June,2021,34368
Namibia,July,2021,29005
Namibia,August,2021,6124
Namibia,September,2021,2543
Namibia,October,2021,1338
Namibia,November,2021,260
Namibia,December,2021,18787
Namibia,January,2022,7925
Namibia,February,2022,1326
Namibia,March,2022,421
Namibia,April,2022,1003
Namibia,May,2022,7714
Namibia,June,2022,2816
Namibia,July,2022,0
Namibia,August,2022,0
Namibia,September,2022,0
Namibia,October,2022,0
Namibia,November,2022,0
Namibia,December,2022,0
Nepal,January,2020,1
Nepal,February,2020,0
Nepal,March,2020,4
Nepal,April,2020,52
Nepal,May,2020,1515
Nepal,June,2020,11992
Nepal,July,2020,6207
Nepal,August,2020,19689
Nepal,September,2020,38357
Nepal,October,2020,92926
Nepal,November,2020,62709
Nepal,December,2020,27141
Nepal,January,2021,10366
Nepal,February,2021,3184
Nepal,March,2021,3166
Nepal,April,2021,45878
Nepal,May,2021,238115
Nepal,June,2021,77503
Nepal,July,2021,56584
Nepal,August,2021,67258
Nepal,September,2021,32414
Nepal,October,2021,17509
Nepal,November,2021,8796
Nepal,December,2021,7065
Nepal,January,2022,125482
Nepal,February,2022,23071
Nepal,March,2022,1442
Nepal,April,2022,384
Nepal,May,2022,330
Nepal,June,2022,554
Nepal,July,2022,0
Nepal,August,2022,0
Nepal,September,2022,0
Nepal,October,2022,0
Nepal,November,2022,0
Nepal,December,2022,0
Netherlands,January,2020,0
Netherlands,February,2020,10
Netherlands,March,2020,13676
Netherlands,April,2020,26301
Netherlands,May,2020,6761
Netherlands,June,2020,3797
Netherlands,July,2020,4476
Netherlands,August,2020,18673
Netherlands,September,2020,55546
Netherlands,October,2020,237083
Netherlands,November,2020,169652
Netherlands,December,2020,280590
Netherlands,January,2021,178698
Netherlands,February,2021,112063
Netherlands,March,2021,193307
Netherlands,April,2021,228095
Netherlands,May,2021,150336
Netherlands,June,2021,34508
Netherlands,July,2021,184075
Netherlands,August,2021,81620
Netherlands,September,2021,63875
Netherlands,October,2021,136542
Netherlands,November,2021,523288
Netherlands,December,2021,495732
Netherlands,January,2022,1426012
Netherlands,February,2022,1826681
Netherlands,March,2022,1500456
Netherlands,April,2022,193743
Netherlands,May,2022,41615
Netherlands,June,2022,103119
Netherlands,July,2022,0
Netherlands,August,2022,0
Netherlands,September,2022,0
Netherlands,October,2022,0
Netherlands,November,2022,0
Netherlands,December,2022,0
New Zealand,January,2020,0
New Zealand,February,2020,1
New Zealand,March,2020,646
New Zealand,April,2020,832
New Zealand,May,2020,25
New Zealand,June,2020,24
New Zealand,July,2020,34
New Zealand,August,2020,190
New Zealand,September,2020,96
New Zealand,October,2020,111
New Zealand,November,2020,100
New Zealand,December,2020,103
New Zealand,January,2021,142
New Zealand,February,2021,74
New Zealand,March,2021,123
New Zealand,April,2021,112
New Zealand,May,2021,61
New Zealand,June,2021,69
New Zealand,July,2021,131
New Zealand,August,2021,696
New Zealand,September,2021,722
New Zealand,October,2021,2303
New Zealand,November,2021,5129
New Zealand,December,2021,2396
New Zealand,January,2022,2502
New Zealand,February,2022,102200
New Zealand,March,2022,555876
New Zealand,April,2022,267030
New Zealand,May,2022,234762
New Zealand,June,2022,175080
New Zealand,July,2022,0
New Zealand,August,2022,0
New Zealand,September,2022,0
New Zealand,October,2022,0
New Zealand,November,2022,0
New Zealand,December,2022,0
Nicaragua,January,2020,0
Nicaragua,February,2020,0
Nicaragua,March,2020,4
Nicaragua,April,2020,9
Nicaragua,May,2020,872
Nicaragua,June,2020,1129
Nicaragua,July,2020,1066
Nicaragua,August,2020,579
Nicaragua,September,2020,487
Nicaragua,October,2020,278
Nicaragua,November,2020,205
Nicaragua,December,2020,200
Nicaragua,January,2021,163
Nicaragua,February,2021,150
Nicaragua,March,2021,184
Nicaragua,April,2021,172
Nicaragua,May,2021,335
Nicaragua,June,2021,771
Nicaragua,July,2021,988
Nicaragua,August,2021,1275
Nicaragua,September,2021,2406
Nicaragua,October,2021,1593
Nicaragua,November,2021,464
Nicaragua,December,2021,233
Nicaragua,January,2022,118
Nicaragua,February,2022,277
