Country/Region,month,year,value
Denmark,May,2020,2513
Denmark,June,2020,1099
Denmark,July,2020,1060
Denmark,August,2020,3382
Denmark,September,2020,11069
Denmark,October,2020,18384
Denmark,November,2020,34139
Denmark,December,2020,83114
Denmark,January,2021,35040
Denmark,February,2021,12727
Denmark,March,2021,19412
Denmark,April,2021,19954
Denmark,May,2021,30736
Denmark,June,2021,12518
Denmark,July,2021,23406
Denmark,August,2021,29119
Denmark,September,2021,13522
Denmark,October,2021,30177
Denmark,November,2021,101756
Denmark,December,2021,318289
Denmark,January,2022,962129
Denmark,February,2022,1037899
Denmark,March,2022,294602
Denmark,April,2022,57882
Denmark,May,2022,20241
Denmark,June,2022,34870
Denmark,July,2022,0
Denmark,August,2022,0
Denmark,September,2022,0
Denmark,October,2022,0
Denmark,November,2022,0
Denmark,December,2022,0
Diamond Princess,January,2020,0
Diamond Princess,February,2020,705
Diamond Princess,March,2020,7
Diamond Princess,April,2020,0
Diamond Princess,May,2020,0
Diamond Princess,June,2020,0
Diamond Princess,July,2020,0
Diamond Princess,August,2020,0
Diamond Princess,September,2020,0
Diamond Princess,October,2020,0
Diamond Princess,November,2020,0
Diamond Princess,December,2020,0
Diamond Princess,January,2021,0
Diamond Princess,February,2021,0
Diamond Princess,March,2021,0
Diamond Princess,April,2021,0
Diamond Princess,May,2021,0
Diamond Princess,June,2021,0
Diamond Princess,July,2021,0
Diamond Princess,August,2021,0
Diamond Princess,September,2021,0
Diamond Princess,October,2021,0
Diamond Princess,November,2021,0
Diamond Princess,December,2021,0
Diamond Princess,January,2022,0
Diamond Princess,February,2022,0
Diamond Princess,March,2022,0
Diamond Princess,April,2022,0
Diamond Princess,May,2022,0
Diamond Princess,June,2022,0
Diamond Princess,July,2022,0
Diamond Princess,August,2022,0
Diamond Princess,September,2022,0
Diamond Princess,October,2022,0
Diamond Princess,November,2022,0
Diamond Princess,December,2022,0
Djibouti,January,2020,0
Djibouti,February,2020,0
Djibouti,March,2020,30
Djibouti,April,2020,1059
Djibouti,May,2020,2265
Djibouti,June,2020,1328
Djibouti,July,2020,402
Djibouti,August,2020,303
Djibouti,September,2020,29
Djibouti,October,2020,145
Djibouti,November,2020,118
Djibouti,December,2020,152
Djibouti,January,2021,101
Djibouti,February,2021,134
Djibouti,March,2021,1936
Djibouti,April,2021,3098
Djibouti,May,2021,433
Djibouti,June,2021,69
Djibouti,July,2021,49
Djibouti,August,2021,99
Djibouti,September,2021,1061
Djibouti,October,2021,667
Djibouti,November,2021,26
Djibouti,December,2021,152
Djibouti,January,2022,1808
Djibouti,February,2022,83
Djibouti,March,2022,40
Djibouti,April,2022,24
Djibouti,May,2022,64
Djibouti,June,2022,15
Djibouti,July,2022,0
Djibouti,August,2022,0
Djibouti,September,2022,0
Djibouti,October,2022,0
Djibouti,November,2022,0
Djibouti,December,2022,0
Dominica,January,2020,0
Dominica,February,2020,0
Dominica,March,2020,12
Dominica,April,2020,4
Dominica,May,2020,0
Dominica,June,2020,2
Dominica,July,2020,0
Dominica,August,2020,2
Dominica,September,2020,10
Dominica,October,2020,20
Dominica,November,2020,35
Dominica,December,2020,3
Dominica,January,2021,29
Dominica,February,2021,25
Dominica,March,2021,19
Dominica,April,2021,13
Dominica,May,2021,14
Dominica,June,2021,5
Dominica,July,2021,17
Dominica,August,2021,1428
Dominica,September,2021,1843
Dominica,October,2021,1342
Dominica,November,2021,1205
Dominica,December,2021,786
Dominica,January,2022,2218
Dominica,February,2022,2076
Dominica,March,2022,751
Dominica,April,2022,174
Dominica,May,2022,2151
Dominica,June,2022,668
Dominica,July,2022,0
Dominica,August,2022,0
Dominica,September,2022,0
Dominica,October,2022,0
Dominica,November,2022,0
Dominica,December,2022,0
Dominican Republic,January,2020,0
Dominican Republic,February,2020,0
Dominican Republic,March,2020,1109
Dominican Republic,April,2020,5863
Dominican Republic,May,2020,10313
Dominican Republic,June,2020,15283
Dominican Republic,July,2020,37081
Dominican Republic,August,2020,25066
Dominican Republic,September,2020,17494
Dominican Republic,October,2020,14809
Dominican Republic,November,2020,16970
Dominican Republic,December,2020,26797
Dominican Republic,January,2021,43275
Dominican Republic,February,2021,25557
Dominican Republic,March,2021,13110
Dominican Republic,April,2021,13834
Dominican Republic,May,2021,26225
Dominican Republic,June,2021,32435
Dominican Republic,July,2021,16684
Dominican Republic,August,2021,8268
Dominican Republic,September,2021,8874
Dominican Republic,October,2021,22620
Dominican Republic,November,2021,25584
Dominican Republic,December,2021,11527
Dominican Republic,January,2022,136467
Dominican Republic,February,2022,19311
Dominican Republic,March,2022,3464
Dominican Republic,April,2022,1228
Dominican Republic,May,2022,4781
Dominican Republic,June,2022,21755
Dominican Republic,July,2022,0
Dominican Republic,August,2022,0
Dominican Republic,September,2022,0
Dominican Republic,October,2022,0
Dominican Republic,November,2022,0
Dominican Republic,December,2022,0
Ecuador,January,2020,0
Ecuador,February,2020,0
Ecuador,March,2020,2240
Ecuador,April,2020,22694
Ecuador,May,2020,14164
Ecuador,June,2020,17334
Ecuador,July,2020,28923
Ecuador,August,2020,28412
Ecuador,September,2020,23280
Ecuador,October,2020,31145
Ecuador,November,2020,24493
Ecuador,December,2020,19827
Ecuador,January,2021,38316
Ecuador,February,2021,35327
Ecuador,March,2021,42600
Ecuador,April,2021,53107
Ecuador,May,2021,44175
Ecuador,June,2021,32467
Ecuador,July,2021,28868
Ecuador,August,2021,14371
Ecuador,September,2021,8434
Ecuador,October,2021,7085
Ecuador,November,2021,10071
Ecuador,December,2021,22085
Ecuador,January,2022,182620
Ecuador,February,2022,95722
Ecuador,March,2022,32130
Ecuador,April,2022,9806
Ecuador,May,2022,7586
Ecuador,June,2022,32600
Ecuador,July,2022,0
Ecuador,August,2022,0
Ecuador,September,2022,0
Ecuador,October,2022,0
Ecuador,November,2022,0
Ecuador,December,2022,0
Egypt,January,2020,0
Egypt,February,2020,1
Egypt,March,2020,709
Egypt,April,2020,4827
Egypt,May,2020,19448
Egypt,June,2020,43326
Egypt,July,2020,25767
Egypt,August,2020,4861
Egypt,September,2020,4259
Egypt,October,2020,4357
Egypt,November,2020,8356
Egypt,December,2020,22151
Egypt,January,2021,27889
Egypt,February,2021,16473
Egypt,March,2021,19707
Egypt,April,2021,25421
Egypt,May,2021,35098
Egypt,June,2021,18632
Egypt,July,2021,2980
Egypt,August,2021,4179
Egypt,September,2021,16083
Egypt,October,2021,26493
Egypt,November,2021,27561
Egypt,December,2021,26997
Egypt,January,2022,40336
Egypt,February,2022,57860
Egypt,March,2022,21493
Egypt,April,2022,10381
Egypt,May,2022,0
Egypt,June,2022,0
Egypt,July,2022,0
Egypt,August,2022,0
Egypt,September,2022,0
Egypt,October,2022,0
Egypt,November,2022,0
Egypt,December,2022,0
El Salvador,January,2020,0
El Salvador,February,2020,0
El Salvador,March,2020,32
El Salvador,April,2020,363
El Salvador,May,2020,2122
El Salvador,June,2020,3921
El Salvador,July,2020,10194
El Salvador,August,2020,9097
El Salvador,September,2020,3348
El Salvador,October,2020,4749
El Salvador,November,2020,5115
El Salvador,December,2020,7301
El Salvador,January,2021,8724
El Salvador,February,2021,5215
El Salvador,March,2021,4545
El Salvador,April,2021,4472
El Salvador,May,2021,4504
El Salvador,June,2021,5064
El Salvador,July,2021,7854
El Salvador,August,2021,7440
El Salvador,September,2021,10288
El Salvador,October,2021,9074
El Salvador,November,2021,6381
El Salvador,December,2021,2142
El Salvador,January,2022,13164
El Salvador,February,2022,21255
El Salvador,March,2022,4688
El Salvador,April,2022,1037
El Salvador,May,2022,666
El Salvador,June,2022,6891
El Salvador,July,2022,0
El Salvador,August,2022,0
El Salvador,September,2022,0
El Salvador,October,2022,0
El Salvador,November,2022,0
El Salvador,December,2022,0
Equatorial Guinea,January,2020,0
Equatorial Guinea,February,2020,0
Equatorial Guinea,March,2020,12
Equatorial Guinea,April,2020,303
Equatorial Guinea,May,2020,991
Equatorial Guinea,June,2020,695
Equatorial Guinea,July,2020,2820
Equatorial Guinea,August,2020,120
Equatorial Guinea,September,2020,89
Equatorial Guinea,October,2020,58
Equatorial Guinea,November,2020,65
Equatorial Guinea,December,2020,124
Equatorial Guinea,January,2021,239
Equatorial Guinea,February,2021,489
Equatorial Guinea,March,2021,909
Equatorial Guinea,April,2021,780
Equatorial Guinea,May,2021,835
Equatorial Guinea,June,2021,205
Equatorial Guinea,July,2021,146
Equatorial Guinea,August,2021,597
Equatorial Guinea,September,2021,2885
Equatorial Guinea,October,2021,1006
Equatorial Guinea,November,2021,224
Equatorial Guinea,December,2021,118
Equatorial Guinea,January,2022,2092
Equatorial Guinea,February,2022,82
Equatorial Guinea,March,2022,116
Equatorial Guinea,April,2022,-93
Equatorial Guinea,May,2022,14
Equatorial Guinea,June,2022,113
Equatorial Guinea,July,2022,0
Equatorial Guinea,August,2022,0
Equatorial Guinea,September,2022,0
Equatorial Guinea,October,2022,0
Equatorial Guinea,November,2022,0
Equatorial Guinea,December,2022,0
Eritrea,January,2020,0
Eritrea,February,2020,0
Eritrea,March,2020,15
Eritrea,April,2020,24
Eritrea,May,2020,0
Eritrea,June,2020,164
Eritrea,July,2020,76
Eritrea,August,2020,40
Eritrea,September,2020,56
Eritrea,October,2020,88
Eritrea,November,2020,114
Eritrea,December,2020,743
Eritrea,January,2021,815
Eritrea,February,2021,712
Eritrea,March,2021,438
Eritrea,April,2021,386
Eritrea,May,2021,423
Eritrea,June,2021,1915
Eritrea,July,2021,538
Eritrea,August,2021,95
Eritrea,September,2021,80
Eritrea,October,2021,112
Eritrea,November,2021,524
Eritrea,December,2021,653
Eritrea,January,2022,1525
Eritrea,February,2022,165
Eritrea,March,2022,27
Eritrea,April,2022,6
Eritrea,May,2022,25
Eritrea,June,2022,40
Eritrea,July,2022,0
Eritrea,August,2022,0
Eritrea,September,2022,0
Eritrea,October,2022,0
Eritrea,November,2022,0
Eritrea,December,2022,0
Estonia,January,2020,0
Estonia,February,2020,1
Estonia,March,2020,744
Estonia,April,2020,944
Estonia,May,2020,180
Estonia,June,2020,120
Estonia,July,2020,75
Estonia,August,2020,311
Estonia,September,2020,996
Estonia,October,2020,1534
Estonia,November,2020,7403
Estonia,December,2020,15682
Estonia,January,2021,16218
Estonia,February,2021,21392
Estonia,March,2021,40824
Estonia,April,2021,15595
Estonia,May,2021,7525
Estonia,June,2021,1520
Estonia,July,2021,2493
Estonia,August,2021,8399
Estonia,September,2021,14301
Estonia,October,2021,37712
Estonia,November,2021,28615
Estonia,December,2021,18824
Estonia,January,2022,96135
Estonia,February,2022,156887
Estonia,March,2022,61874
Estonia,April,2022,15889
Estonia,May,2022,4677
Estonia,June,2022,3244
Estonia,July,2022,0
Estonia,August,2022,0
Estonia,September,2022,0
Estonia,October,2022,0
Estonia,November,2022,0
Estonia,December,2022,0
Eswatini,January,2020,0
Eswatini,February,2020,0
Eswatini,March,2020,9
Eswatini,April,2020,91
Eswatini,May,2020,185
Eswatini,June,2020,527
Eswatini,July,2020,1836
Eswatini,August,2020,1929
Eswatini,September,2020,905
Eswatini,October,2020,435
Eswatini,November,2020,502
Eswatini,December,2020,2939
Eswatini,January,2021,6353
Eswatini,February,2021,1303
Eswatini,March,2021,323
Eswatini,April,2021,1121
Eswatini,May,2021,137
Eswatini,June,2021,489
Eswatini,July,2021,6895
Eswatini,August,2021,17392
Eswatini,September,2021,2553
Eswatini,October,2021,497
Eswatini,November,2021,235
Eswatini,December,2021,19453
Eswatini,January,2022,2258
Eswatini,February,2022,793
Eswatini,March,2022,611
Eswatini,April,2022,872
Eswatini,May,2022,1867
Eswatini,June,2022,599
Eswatini,July,2022,0
Eswatini,August,2022,0
Eswatini,September,2022,0
Eswatini,October,2022,0
Eswatini,November,2022,0
Eswatini,December,2022,0
Ethiopia,January,2020,0
Ethiopia,February,2020,0
Ethiopia,March,2020,26
Ethiopia,April,2020,105
Ethiopia,May,2020,1041
Ethiopia,June,2020,4674
Ethiopia,July,2020,11684
Ethiopia,August,2020,34601
Ethiopia,September,2020,23237
Ethiopia,October,2020,20801
Ethiopia,November,2020,13905
Ethiopia,December,2020,14190
Ethiopia,January,2021,13386
Ethiopia,February,2021,21422
Ethiopia,March,2021,47517
Ethiopia,April,2021,50853
Ethiopia,May,2021,14099
Ethiopia,June,2021,4633
Ethiopia,July,2021,4191
Ethiopia,August,2021,27769
Ethiopia,September,2021,37540
Ethiopia,October,2021,19493
Ethiopia,November,2021,6369
Ethiopia,December,2021,48806
Ethiopia,January,2022,44816
Ethiopia,February,2022,3569
Ethiopia,March,2022,1031
Ethiopia,April,2022,810
Ethiopia,May,2022,2175
Ethiopia,June,2022,15981
Ethiopia,July,2022,0
Ethiopia,August,2022,0
Ethiopia,September,2022,0
Ethiopia,October,2022,0
Ethiopia,November,2022,0
Ethiopia,December,2022,0
Fiji,January,2020,0
Fiji,February,2020,0
Fiji,March,2020,5
Fiji,April,2020,13
Fiji,May,2020,0
Fiji,June,2020,0
Fiji,July,2020,9
Fiji,August,2020,1
Fiji,September,2020,4
Fiji,October,2020,2
Fiji,November,2020,8
Fiji,December,2020,7
Fiji,January,2021,6
Fiji,February,2021,4
Fiji,March,2021,8
Fiji,April,2021,50
Fiji,May,2021,321
Fiji,June,2021,3980
Fiji,July,2021,25363
Fiji,August,2021,16935
Fiji,September,2021,4307
Fiji,October,2021,1118
Fiji,November,2021,365
Fiji,December,2021,826
Fiji,January,2022,9523
Fiji,February,2022,1075
Fiji,March,2022,474
Fiji,April,2022,230
Fiji,May,2022,373
Fiji,June,2022,706
Fiji,July,2022,0
Fiji,August,2022,0
Fiji,September,2022,0
Fiji,October,2022,0
Fiji,November,2022,0
Fiji,December,2022,0
Finland,January,2020,1
Finland,February,2020,7
Finland,March,2020,1664
Finland,April,2020,3664
Finland,May,2020,1638
Finland,June,2020,285
Finland,July,2020,208
Finland,August,2020,735
Finland,September,2020,2037
Finland,October,2020,6205
Finland,November,2020,9077
Finland,December,2020,10901
Finland,January,2021,9124
Finland,February,2021,12549
Finland,March,2021,19948
Finland,April,2021,9088
Finland,May,2021,5584
Finland,June,2021,3294
Finland,July,2021,11449
Finland,August,2021,20517
Finland,September,2021,14135
Finland,October,2021,17314
Finland,November,2021,28966
Finland,December,2021,82439
Finland,January,2022,219041
Finland,February,2022,147887
Finland,March,2022,245919
Finland,April,2022,139337
Finland,May,2022,69180
Finland,June,2022,53417
Finland,July,2022,0
Finland,August,2022,0
Finland,September,2022,0
Finland,October,2022,0
Finland,November,2022,0
Finland,December,2022,0
France,January,2020,5
France,February,2020,95
France,March,2020,52181
France,April,2020,116580
France,May,2020,22114
France,June,2020,13269
France,July,2020,22995
France,August,2020,93921
France,September,2020,284733
France,October,2020,808503
France,November,2020,862434
France,December,2020,400830
France,January,2021,578334
France,February,2021,559694
France,March,2021,889498
France,April,2021,972643
France,May,2021,51080
France,June,2021,108494
France,July,2021,353218
France,August,2021,644401
France,September,2021,271006
France,October,2021,162499
France,November,2021,510048
France,December,2021,2299208
France,January,2022,9188713
France,February,2022,3611430
France,March,2022,2925247
France,April,2022,3032722
France,May,2022,875975
France,June,2022,1573447
France,July,2022,0
France,August,2022,0
France,September,2022,0
France,October,2022,0
France,November,2022,0
France,December,2022,0
Gabon,January,2020,0
Gabon,February,2020,0
Gabon,March,2020,16
Gabon,April,2020,260
Gabon,May,2020,2379
Gabon,June,2020,2739
Gabon,July,2020,1958
Gabon,August,2020,1181
Gabon,September,2020,233
Gabon,October,2020,202
Gabon,November,2020,246
Gabon,December,2020,357
Gabon,January,2021,1177
Gabon,February,2021,3816
Gabon,March,2021,4986
Gabon,April,2021,3525
Gabon,May,2021,1354
Gabon,June,2021,555
Gabon,July,2021,400
Gabon,August,2021,504
Gabon,September,2021,4267
Gabon,October,2021,5370
Gabon,November,2021,1817
Gabon,December,2021,4456
Gabon,January,2022,5127
Gabon,February,2022,618
Gabon,March,2022,41
Gabon,April,2022,18
Gabon,May,2022,48
Gabon,June,2022,289
Gabon,July,2022,0
Gabon,August,2022,0
Gabon,September,2022,0
Gabon,October,2022,0
Gabon,November,2022,0
Gabon,December,2022,0
Gambia,January,2020,0
Gambia,February,2020,0
Gambia,March,2020,4
Gambia,April,2020,7
Gambia,May,2020,14
Gambia,June,2020,24
Gambia,July,2020,449
Gambia,August,2020,2465
Gambia,September,2020,616
Gambia,October,2020,93
Gambia,November,2020,70
Gambia,December,2020,55
Gambia,January,2021,293
Gambia,February,2021,622
Gambia,March,2021,747
Gambia,April,2021,439
Gambia,May,2021,95
Gambia,June,2021,86
Gambia,July,2021,1630
Gambia,August,2021,1989
Gambia,September,2021,236
Gambia,October,2021,31
Gambia,November,2021,24
Gambia,December,2021,181
Gambia,January,2022,1672
Gambia,February,2022,97
Gambia,March,2022,49
Gambia,April,2022,7
Gambia,May,2022,7
Gambia,June,2022,0
Gambia,July,2022,0
Gambia,August,2022,0
Gambia,September,2022,0
Gambia,October,2022,0
Gambia,November,2022,0
Gambia,December,2022,0
Georgia,January,2020,0
Georgia,February,2020,1
Georgia,March,2020,109
Georgia,April,2020,429
Georgia,May,2020,244
Georgia,June,2020,145
Georgia,July,2020,240
Georgia,August,2020,319
Georgia,September,2020,4705
Georgia,October,2020,32744
Georgia,November,2020,96648
Georgia,December,2020,91836
Georgia,January,2021,30691
Georgia,February,2021,12647
Georgia,March,2021,11003
Georgia,April,2021,28549
Georgia,May,2021,33653
Georgia,June,2021,22115
Georgia,July,2021,53456
Georgia,August,2021,130277
Georgia,September,2021,63201
Georgia,October,2021,106235
Georgia,November,2021,126396
Georgia,December,2021,89098
Georgia,January,2022,241182
Georgia,February,2022,429549
Georgia,March,2022,42792
Georgia,April,2022,6834
Georgia,May,2022,2056
Georgia,June,2022,3275
Georgia,July,2022,0
Georgia,August,2022,0
Georgia,September,2022,0
Georgia,October,2022,0
Georgia,November,2022,0
Georgia,December,2022,0
Germany,January,2020,5
Germany,February,2020,61
Germany,March,2020,61847
Germany,April,2020,97206
Germany,May,2020,22363
Germany,June,2020,12777
Germany,July,2020,14439
Germany,August,2020,33683
Germany,September,2020,46838
Germany,October,2020,229534
Germany,November,2020,535116
Germany,December,2020,665868
Germany,January,2021,496626
Germany,February,2021,225973
Germany,March,2021,366537
Germany,April,2021,572724
Germany,May,2021,299529
Germany,June,2021,47015
Germany,July,2021,41024
Germany,August,2021,173691
Germany,September,2021,284645
Germany,October,2021,370049
Germany,November,2021,1239263
Germany,December,2021,1313609
Germany,January,2022,2665111
Germany,February,2022,4929574
Germany,March,2022,6611988
Germany,April,2022,3452690
Germany,May,2022,1551168
Germany,June,2022,1933007
Germany,July,2022,0
Germany,August,2022,0
Germany,September,2022,0
Germany,October,2022,0
Germany,November,2022,0
Germany,December,2022,0
Ghana,January,2020,0
Ghana,February,2020,0
Ghana,March,2020,161
Ghana,April,2020,1913
Ghana,May,2020,5996
Ghana,June,2020,9671
Ghana,July,2020,17760
Ghana,August,2020,8797
Ghana,September,2020,2328
Ghana,October,2020,1429
Ghana,November,2020,3612
Ghana,December,2020,3104
Ghana,January,2021,12239
Ghana,February,2021,17013
Ghana,March,2021,6560
Ghana,April,2021,1979
Ghana,May,2021,1336
Ghana,June,2021,2016
Ghana,July,2021,7105
Ghana,August,2021,16417
Ghana,September,2021,8046
Ghana,October,2021,2595
Ghana,November,2021,843
Ghana,December,2021,12066
Ghana,January,2022,13934
Ghana,February,2022,2754
Ghana,March,2022,1297
Ghana,April,2022,202
Ghana,May,2022,197
Ghana,June,2022,4763
Ghana,July,2022,0
Ghana,August,2022,0
Ghana,September,2022,0
Ghana,October,2022,0
Ghana,November,2022,0
Ghana,December,2022,0
Greece,January,2020,0
Greece,February,2020,4
Greece,March,2020,1152
Greece,April,2020,1435
Greece,May,2020,326
Greece,June,2020,492
Greece,July,2020,1068
Greece,August,2020,5840
Greece,September,2020,8158
Greece,October,2020,20776
Greece,November,2020,66020
Greece,December,2020,33579
Greece,January,2021,18107
Greece,February,2021,34143
Greece,March,2021,72589
Greece,April,2021,81344
Greece,May,2021,57273
Greece,June,2021,20150
Greece,July,2021,70848
Greece,August,2021,94660
Greece,September,2021,67803
Greece,October,2021,86403
Greece,November,2021,196733
Greece,December,2021,271950
Greece,January,2022,729870
Greece,February,2022,480941
Greece,March,2022,608765
Greece,April,2022,293493
Greece,May,2022,129307
Greece,June,2022,223273
Greece,July,2022,0
Greece,August,2022,0
Greece,September,2022,0
Greece,October,2022,0
Greece,November,2022,0
Greece,December,2022,0
Grenada,January,2020,0
Grenada,February,2020,0
Grenada,March,2020,9
Grenada,April,2020,11
Grenada,May,2020,3
Grenada,June,2020,0
Grenada,July,2020,1
Grenada,August,2020,0
Grenada,September,2020,0
Grenada,October,2020,4
Grenada,November,2020,13
Grenada,December,2020,86
Grenada,January,2021,21
Grenada,February,2021,0
Grenada,March,2021,7
Grenada,April,2021,5
Grenada,May,2021,1
Grenada,June,2021,0
Grenada,July,2021,3
Grenada,August,2021,297
Grenada,September,2021,4734
Grenada,October,2021,645
Grenada,November,2021,57
Grenada,December,2021,284
Grenada,January,2022,6155
Grenada,February,2022,1354
Grenada,March,2022,322
Grenada,April,2022,617
Grenada,May,2022,3121
Grenada,June,2022,607
Grenada,July,2022,0
Grenada,August,2022,0
Grenada,September,2022,0
Grenada,October,2022,0
Grenada,November,2022,0
Grenada,December,2022,0
Guatemala,January,2020,0
Guatemala,February,2020,0
Guatemala,March,2020,38
Guatemala,April,2020,561
Guatemala,May,2020,4488
Guatemala,June,2020,13009
Guatemala,July,2020,31693
Guatemala,August,2020,24285
Guatemala,September,2020,17672
Guatemala,October,2020,16193
Guatemala,November,2020,14123
Guatemala,December,2020,15950
Guatemala,January,2021,21492
Guatemala,February,2021,15038
Guatemala,March,2021,19292
Guatemala,April,2021,33837
Guatemala,May,2021,26746
Guatemala,June,2021,39166
Guatemala,July,2021,74901
Guatemala,August,2021,101793
Guatemala,September,2021,90038
Guatemala,October,2021,41257
Guatemala,November,2021,16412
Guatemala,December,2021,10375
Guatemala,January,2022,61931
Guatemala,February,2022,86701
Guatemala,March,2022,51883
Guatemala,April,2022,17672
Guatemala,May,2022,14456
Guatemala,June,2022,49712
Guatemala,July,2022,0
Guatemala,August,2022,0
Guatemala,September,2022,0
Guatemala,October,2022,0
Guatemala,November,2022,0
Guatemala,December,2022,0
Guinea,January,2020,0
Guinea,February,2020,0
Guinea,March,2020,22
Guinea,April,2020,1473
Guinea,May,2020,2211
Guinea,June,2020,1685
Guinea,July,2020,1917
Guinea,August,2020,2101
Guinea,September,2020,1243
Guinea,October,2020,1420
Guinea,November,2020,1047
Guinea,December,2020,603
Guinea,January,2021,824
Guinea,February,2021,1446
Guinea,March,2021,3916
Guinea,April,2021,2307
Guinea,May,2021,962
Guinea,June,2021,593
Guinea,July,2021,1918
Guinea,August,2021,3813
Guinea,September,2021,910
Guinea,October,2021,242
Guinea,November,2021,117
Guinea,December,2021,1281
Guinea,January,2022,4115
Guinea,February,2022,231
Guinea,March,2022,62
Guinea,April,2022,90
Guinea,May,2022,215
Guinea,June,2022,53
Guinea,July,2022,0
Guinea,August,2022,0
Guinea,September,2022,0
Guinea,October,2022,0
Guinea,November,2022,0
Guinea,December,2022,0
Guinea-Bissau,January,2020,0
Guinea-Bissau,February,2020,0
Guinea-Bissau,March,2020,8
Guinea-Bissau,April,2020,197
Guinea-Bissau,May,2020,1051
Guinea-Bissau,June,2020,398
Guinea-Bissau,July,2020,327
Guinea-Bissau,August,2020,224
Guinea-Bissau,September,2020,119
Guinea-Bissau,October,2020,89
Guinea-Bissau,November,2020,28
Guinea-Bissau,December,2020,11
Guinea-Bissau,January,2021,182
Guinea-Bissau,February,2021,628
Guinea-Bissau,March,2021,388
Guinea-Bissau,April,2021,84
Guinea-Bissau,May,2021,32
Guinea-Bissau,June,2021,93
Guinea-Bissau,July,2021,620
Guinea-Bissau,August,2021,1320
Guinea-Bissau,September,2021,308
Guinea-Bissau,October,2021,27
Guinea-Bissau,November,2021,306
Guinea-Bissau,December,2021,44
Guinea-Bissau,January,2022,1102
Guinea-Bissau,February,2022,415
Guinea-Bissau,March,2022,148
Guinea-Bissau,April,2022,53
Guinea-Bissau,May,2022,67
Guinea-Bissau,June,2022,79
Guinea-Bissau,July,2022,0
Guinea-Bissau,August,2022,0
Guinea-Bissau,September,2022,0
Guinea-Bissau,October,2022,0
Guinea-Bissau,November,2022,0
Guinea-Bissau,December,2022,0
Guyana,January,2020,0
Guyana,February,2020,0
Guyana,March,2020,12
Guyana,April,2020,70
Guyana,May,2020,71
Guyana,June,2020,92
Guyana,July,2020,168
Guyana,August,2020,893
Guyana,September,2020,1588
Guyana,October,2020,1268
Guyana,November,2020,1244
Guyana,December,2020,926
Guyana,January,2021,1309
Guyana,February,2021,944
Guyana,March,2021,1664
Guyana,April,2021,3034
Guyana,May,2021,3669
Guyana,June,2021,3103
Guyana,July,2021,2468
Guyana,August,2021,3025
Guyana,September,2021,6279
Guyana,October,2021,3721
Guyana,November,2021,2326
Guyana,December,2021,1699
Guyana,January,2022,20316
Guyana,February,2022,3032
Guyana,March,2022,332
Guyana,April,2022,220
Guyana,May,2022,1290
Guyana,June,2022,2632
Guyana,July,2022,0
Guyana,August,2022,0
Guyana,September,2022,0
Guyana,October,2022,0
Guyana,November,2022,0
Guyana,December,2022,0
Haiti,January,2020,0
Haiti,February,2020,0
Haiti,March,2020,15
Haiti,April,2020,61
Haiti,May,2020,1508
Haiti,June,2020,4263
Haiti,July,2020,1531
Haiti,August,2020,831
Haiti,September,2020,531
Haiti,October,2020,314
Haiti,November,2020,218
Haiti,December,2020,727
Haiti,January,2021,1534
Haiti,February,2021,897
Haiti,March,2021,328
Haiti,April,2021,298
Haiti,May,2021,1295
Haiti,June,2021,4211
Haiti,July,2021,1515
Haiti,August,2021,819
Haiti,September,2021,751
Haiti,October,2021,2313
Haiti,November,2021,1215
Haiti,December,2021,810
Haiti,January,2022,3232
Haiti,February,2022,1125
Haiti,March,2022,205
Haiti,April,2022,143
Haiti,May,2022,128
Haiti,June,2022,732
Haiti,July,2022,0
Haiti,August,2022,0
Haiti,September,2022,0
Haiti,October,2022,0
Haiti,November,2022,0
Haiti,December,2022,0
Holy See,January,2020,0
Holy See,February,2020,0
Holy See,March,2020,6
Holy See,April,2020,5
Holy See,May,2020,1
Holy See,June,2020,0
Holy See,July,2020,0
Holy See,August,2020,0
Holy See,September,2020,0
Holy See,October,2020,15
Holy See,November,2020,0
Holy See,December,2020,0
Holy See,January,2021,0
Holy See,February,2021,0
Holy See,March,2021,0
Holy See,April,2021,0
Holy See,May,2021,0
Holy See,June,2021,0
Holy See,July,2021,0
Holy See,August,2021,0
Holy See,September,2021,0
Holy See,October,2021,0
Holy See,November,2021,0
Holy See,December,2021,0
Holy See,January,2022,2
Holy See,February,2022,0
Holy See,March,2022,0
Holy See,April,2022,0
Holy See,May,2022,0
Holy See,June,2022,0
Holy See,July,2022,0
Holy See,August,2022,0
Holy See,September,2022,0
Holy See,October,2022,0
Holy See,November,2022,0
Holy See,December,2022,0
Honduras,January,2020,0
Honduras,February,2020,0
Honduras,March,2020,141
Honduras,April,2020,630
Honduras,May,2020,4431
Honduras,June,2020,14356
Honduras,July,2020,22456
Honduras,August,2020,19000
Honduras,September,2020,15886
Honduras,October,2020,19988
Honduras,November,2020,11365
Honduras,December,2020,13574
Honduras,January,2021,26016
Honduras,February,2021,22461
Honduras,March,2021,18739
Honduras,April,2021,23290
Honduras,May,2021,25894
Honduras,June,2021,24533
Honduras,July,2021,34351
Honduras,August,2021,41646
Honduras,September,2021,27237
Honduras,October,2021,9387
Honduras,November,2021,2478
Honduras,December,2021,1543
Honduras,January,2022,12472
Honduras,February,2022,19338
Honduras,March,2022,9850
Honduras,April,2022,2117
Honduras,May,2022,2192
